NRO. RESOLUCIÓN,FECHA DE EMISIÓN,ASUNTO,NOMBRE DE LA ORGANIZACIÓN,TIPO DE SERVICIO,TIPO DE SERVICIO ESPECIFÍCO,APROBADO POR,PEDIDO_UNIFICADO
SGDPN-DRCPN-2025-0471-R,2025-07-04,REGISTRO DE DIRECTIVA,FUNDACION FANNY GUAMANGATE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0472-R,2025-07-07,REGISTRO DE DIRECTIVA,COMUNA KICHWA SINCHI URKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0473-R,2025-07-07,REGISTRO DE DIRECTIVA,COMUNA MARISCAL SUCRE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0474-R,2025-07-07,REGISTRO DE DIRECTIVA,ASOCIACIÓN PARA EL DESARROLLO DEL PUEBLO INDÍGENA DE CANTÓN SAQUISILÍ,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0475-R,2025-07-07,REGISTRO DE DIRECTIVA,COMITÉ CENTRAL DE ORGANIZACIONES INDÍGENAS Y CAMPESINAS DE GUASAGANDA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0476-R,2025-07-07,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA CALVARIO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0477-R,2025-07-07,REGISTRO DE DIRECTIVA,COMUNA KICHWA SANTA ELENA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0478-R,2025-07-07,PERSONERIA JURIDICA,"FUNDACION GOBERNANZA INDIGENA ""USHAY""",Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0479-R,2025-07-07,REGISTRO DE DIRECTIVA,COMUNA KICHWA KURI YAKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0480-R,2025-07-08,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE PRODUCTORES AGRICOLAS Y COMERCIALIZADORES DE LECHE NUEVA RAIZ,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0481-R,2025-07-08,INCLUSION DE SOCIOS,COMUNIDAD KICHWA ECOLOGICA ELENA ANDY DEL RIO UKLAN,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0482-R,2025-07-08,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA ECOLOGICA ELENA ANDY DEL RIO UKLAN,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0483-R,2025-07-08,REGISTRO DE DIRECTIVA,COMUNIDAD ANCESTRAL WAORANI YARENTARO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0484-R,2025-07-08,REGISTRO DE DIRECTIVA,FUNDACION WAWA MUYU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0485-R,2025-07-08,REGISTRO DE DIRECTIVA,ORGANIZACIONES DE MUJERES INDIGENAS Y CAMPESINAS SEMBRANDO ESPERANZA OMICSE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0486-R,2025-07-08,REGISTRO DE DIRECTIVA,CENTRO SHUAR SAN ANDRES,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0487-R,2025-07-08,PERSONERIA JURIDICA,COMUNIDAD JURIDICA ESCALERA LOMA,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0488-R,2025-07-09,REGISTRO DE DIRECTIVA,FUNDACION SUMAK KAWSAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0489-R,2025-07-09,REGISTRO DE DIRECTIVA,ASOCIACION ANCESTRAL SAPARA DE PASTAZA DEL ECUADOR NARUKA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0490-R,2025-07-09,REFORMA DE ESTATUTO,COMUNIDAD KICHWA ECOLOGICA ELENA ANDY DEL RIO UKLAN,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0491-R,2025-07-09,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA PUSCU COCHA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0492-R,2025-07-09,REGISTRO DE DIRECTIVA,COMUNA MOLINOWAYRU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0493-R,2025-07-09,REGISTRO DE DIRECTIVA,ASOCIACION INTERCULTURAL SUMAK ÑAMBI PROVIDENCIA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0494-R,2025-07-10,REGISTRO DE DIRECTIVA,ASOCIACION MONTUBIA EL PEDERNAL,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0495-R,2025-07-10,REGISTRO DE DIRECTIVA,ORGANIZACIÓN MONTUBIO TRABAJANDO CON AMOR DE LA ZONA NORTE DE LA PROVINCIA DE MANABI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0496-R,2025-07-10,PERSONERIA JURIDICA,FUNDACIÓN PARA EL DESARROLLO INTEGRAL Y DERECHOS COLECTIVOS FUDIDCO,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0497-R,2025-07-10,PERSONERIA JURIDICA,CORPORACION DE MUJERES KICHWAS MIRACHINA COMUKIM,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0498-R,2025-07-11,PERSONERIA JURIDICA,COMUNIDAD KICHWA SARA YAKU CHURIS DE SANTA MARIA,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0499-R,2025-07-11,REGISTRO DE DIRECTIVA,FEDERACION EVANGELICA DE NACIONALIDAD KICHWA DE NAPO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0500-R,2025-07-11,REGISTRO DE DIRECTIVA,"COMUNIDAD KICHWA ""PUMA URKU"" DE RIO BUENO",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0501-R,2025-07-11,PERSONERIA JURIDICA,FUNDACION KAMAY MAKI,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0502-R,2025-07-15,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA MUCHULLAKTA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0503-R,2025-07-15,REGISTRO DE DIRECTIVA,ASOCIACION RUNA LLAKTA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0504-R,2025-07-15,REGISTRO DE DIRECTIVA,COMUNA MOLINOWAYRU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0505-R,2025-07-15,REGISTRO DE DIRECTIVA,"FUNDACION INTERCULTURAL FORTALEZA ""FUNDAIF""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0506-R,2025-07-15,REGISTRO DE DIRECTIVA,COMUNIDAD DAMOINTADO DEL WAODANI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0507-R,2025-07-15,REGISTRO DE DIRECTIVA,"COMUNIDAD ""LA VAQUERIA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0508-R,2025-07-16,REGISTRO DE DIRECTIVA,CENTRO SHUAR WAKAN SANTA ROSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0509-R,2025-07-16,REGISTRO DE DIRECTIVA,COMUNIDAD SHUAR KIIM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0510-R,2025-07-17,PERSONERIA JURIDICA,"FUNDACION MONTUBIA CULTURAL RAICES ANCESTRALES VIVAS DEL ECUADOR ""FUNCRAVE""",Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0511-R,2025-07-17,PERSONERIA JURIDICA,COMUNIDAD KICHWA IWAS CHUPA,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0512-R,2025-07-17,REGISTRO DE DIRECTIVA,ASOCIACION DE WARMIKUNA KAWSAY KANCHAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0513-R,2025-07-17,REGISTRO DE DIRECTIVA,NACIÓN ORIGINARIA QUIJOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0514-R,2025-07-17,REGISTRO DE DIRECTIVA,CENTRO SHUAR MAYAIK,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0515-R,2025-07-17,REGISTRO DE DIRECTIVA,"COMUNA ""SAN RAMON""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0516-R,2025-07-17,REGISTRO DE DIRECTIVA,COMUNIDAD KICGWA AMARUN COCHA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0517-R,2025-07-17,REGISTRO DE DIRECTIVA,CENTRO SHUAR YAMARAM 5 DE DICIEMBRE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0518-R,2025-07-17,REGISTRO DE DIRECTIVA,"CENTRO ACHUAR ""SAAPAP ENTSA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0519-R,2025-07-17,REGISTRO DE DIRECTIVA,ASOCIACION SHUAR SANTIAGO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0520-R,2025-07-17,REGISTRO DE DIRECTIVA,COMUNIDAD SAN LUIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0521-R,2025-07-17,REGISTRO DE DIRECTIVA,CENTRO SHUAR PANINTS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0522-R,2025-07-17,REGISTRO DE DIRECTIVA,CENTRO SHUAR CHUWINTS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0523-R,2025-07-18,REGISTRO DE DIRECTIVA,COMUNIDAD EL ROSARIO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0524-R,2025-07-18,REGISTRO DE DIRECTIVA,"CENTRO SHUAR TSUER ENTSA ""BALAO CHICO""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0525-R,2025-07-18,REGISTRO DE DIRECTIVA,FUNDACION INTERNACIONAL PARA LA PROMOCION DEL DESARROLLO SUSTENTABLE FUTURO LATINOAMERICANO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0526-R,2025-07-18,REGISTRO DE DIRECTIVA,INSTITUTO DE ESTUDIOS DE INVESTIGACION DE LA CONTINUIDAD DE LA SABIDURIA ANDINA CHAKANA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0527-R,2025-07-18,REGISTRO DE DIRECTIVA,INSTITUTO DE ESTUDIOS DE INVESTIGACION DE LA CONTINUIDAD DE LA SABIDURIA ANDINA CHAKANA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0528-R,2025-07-21,PERSONERIA JURIDICA,COMUNIDAD SANTO DOMINGO ILUMÁN,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0529-R,2025-07-21,REGISTRO DE DIRECTIVA,COMUNIDAD LAS MIELES,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0530-R,2025-07-21,REGISTRO DE DIRECTIVA,FUNDACION CONSTRUYENDO SUEÑOS DE FAMILIAS INTEGRALES COSFAIN,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0531-R,2025-07-21,REFORMA DE ESTATUTO,COMUNA ANCESTRAL LAS TUNAS,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0532-R,2025-07-21,REGISTRO DE DIRECTIVA,COMUNIDAD SALANGO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0533-R,2025-07-22,REGISTRO DE DIRECTIVA,"COMITÉ DE DESARROLLO COMUNITARIO ""SUMAK KAWSAY"" DE MONSERRATH",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0534-R,2025-07-22,REGISTRO DE DIRECTIVA,PUEBLO KICHWA IMANTAG,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0535-R,2025-07-22,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA MUCHULLACTA DE RIO BUENO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0536-R,2025-07-22,REGISTRO DE DIRECTIVA,COMUNIDAD GUN GRNADE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0537-R,2025-07-22,REGISTRO DE DIRECTIVA,ASOCIACION KICHWA INTISUYU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0538-R,2025-07-23,REGISTRO DE DIRECTIVA,COMUNA MOLINOWAYRU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0539-R,2025-07-23,PERSONERIA JURIDICA,CONSEJO DE SANADORES DEL CANTON SARAGURO,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0540-R,2025-07-23,REGISTRO DE DIRECTIVA,COMUNIDAD OMAGUA 6 DE MARZO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0541-R,2025-07-23,REGISTRO DE DIRECTIVA,FUNDACION DE DESARROLLO INTEGRAL Y DERECHOS COLECTIVOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0542-R,2025-07-23,REFORMA DE ESTATUTO,COMUNIDAD DE CACHILOMA,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0543-R,2025-07-24,REGISTRO DE DIRECTIVA,CENTRO SHUAR YAAS NUNKA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
